"Word","Length","Freq_KF","Freq_HAL","Log_Freq_HAL","SUBTLWF","LgSUBTLWF","SUBTLCD","LgSUBTLCD","Ortho_N","Phono_N","Phono_N_H","OG_N","OG_N_H","Freq_N","Freq_N_P","Freq_N_PH","Freq_N_OG","Freq_N_OGH","Freq_Greater","Freq_G_Mean","Freq_Less","Freq_L_Mean","Freq_Rel","OLD","OLDF","PLD","PLDF","Concreteness_Rating","Semantic_Neighborhood_Density","Semantic_Neighbors","Semantic_Diversity","Age_Of_Acquisition","Body_Object_Interaction","Emotional_Valence","Emotional_Arousal","Emotional_Dominance","Assoc_Freq_R1","Assoc_Types_R1","Assoc_Freq_R123","Assoc_Types_R123","BG_Sum","BG_Mean","BG_Freq_By_Pos","Pron","NPhon","NSyll","MorphSp","MorphPr","NMorph","POS","I_Mean_RT","I_Zscore","I_SD","Obs","I_Mean_Accuracy","I_NMG_Mean_RT","I_NMG_Zscore","I_NMG_SD","I_NMG_Obs","I_NMG_Mean_Accuracy"
"precincts","9","5","140","4.942","0.470","1.398","0.230","1.301","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.300","6.943","3.600","7.155","#","0.444","0","1.593","11.940","#","#","#","#","#","#","#","#","18,612","2,326.500","3,542","pr""i.sINkts","9","2","{precinct}>s>","{pr""i.sINkt}>s>","2","NN","1,036.333","0.568","384.069","21","0.72","789.480","0.419","160.234","25","1.000"
"precious","8","29","6,432","8.769","23.350","3.076","9.740","2.913","1","1","1","0","0","11.1","7.155","7.155","#","#","1","11.1","0","#","0.79","2.750","6.363","2.200","7.302","2.000","0.582","2,020","1.823","7.570","2.360","6.840","3.640","5.750","64","40","286","136","13,825","1,975.000","2,392","pr""E.S@s","6","2","{precious}","{pr""E.S@s}","1","JJ","693.438","-0.325","367.591","32","0.97","679.393","-0.172","133.144","28","1.000"
"precipice","9","1","147","4.990","0.490","1.415","0.260","1.362","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.650","6.808","3.200","7.323","#","0.294","0","1.477","11.940","#","4.580","4.140","3.790","7","6","25","17","13,445","1,680.625","2,569","pr""E.s@.pIs","8","3","{precipice}","{pr""E.s@.pIs}","1","NN","909.231","0.696","210.433","13","0.41","782.111","0.515","174.309","9","0.643"
"precipitate","11","1","463","6.138","0.120","0.845","0.070","0.845","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.550","4.725","4.450","5.992","4.190","0.445","0","1.841","9.580","2.560","#","#","#","2","2","9","7","22,151","2,215.100","3,050","prI.s""I.pI.tet","10","4","{precipit--ate}","{prI.s""I.pI.t--et}","2","VB","984.500","0.413","498.427","26","0.84","822.462","0.607","257.363","26","0.963"
"precipitated","12","9","319","5.765","0.240","1.114","0.140","1.114","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.200","5.571","5.150","6.036","2.340","0.492","0","1.811","9.580","#","#","#","#","#","#","#","#","26,636","2,421.455","3,197","prI.s""I.pI.t%e4.@d","12","5","{precipit--ate}>ed>","{prI.s""I.pI.t--%e4}.>@d>","3","VB","901.333","0.476","333.953","33","0.97","941.000","0.883","344.859","22","0.957"
"precipitating","13","2","150","5.011","0.160","0.954","0.100","0.954","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.450","6.067","5.250","5.939","2.810","0.347","0","1.744","11.100","#","#","#","#","#","#","#","#","33,347","2,778.917","3,281","prI.s""I.pI.t%e4.IN","12","5","{precipit--ate}>ing>","{prI.s""I.pI.t--%e4}.>IN>","3","VB|NN|JJ","1,027.375","0.746","423.008","32","0.97","914.091","0.713","306.156","22","0.880"
"precipitation","13","#","564","6.335","0.290","1.204","0.150","1.146","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.650","5.079","5.150","5.920","3.960","0.576","31","1.019","9.500","3.833","#","#","#","#","#","#","#","29,647","2,470.583","3,485","prI.s%I.pI.t""e.Sn=","11","5","{precipit--ate}>ion>","{prI.s%I.pI.t--""e.S$}>n=>","3","NN","940.758","0.505","446.498","33","0.97","826.308","0.250","242.560","26","0.963"
"precipitous","11","#","104","4.644","0.120","0.845","0.070","0.845","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.950","5.884","4.400","6.537","2.190","0.385","0","1.382","14.470","#","#","#","#","1","1","4","3","16,207","1,620.700","2,599","prI.s""I.pI.4@s","10","4","{precipit--ous}","{prI.s""I.pI.4--@s}","2","JJ","1,006.346","0.637","463.967","26","0.84","1,040.333","1.254","435.947","12","0.600"
"precise","7","33","6,777","8.821","5.200","2.425","2.800","2.373","1","0","0","0","0","8.6","#","0.000","#","#","0","#","1","8.6","1.03","2.350","7.059","2.850","7.707","2.390","0.617","4,009","2.103","9.680","#","6.100","5.250","6.170","191","57","462","171","12,964","2,160.667","2,544","prI.s""aIs","6","2","{precise}","{prI.s""aIs}","1","JJ","665.719","-0.409","174.230","32","1.00","691.464","-0.275","177.259","28","1.000"
"precisely","9","48","10,033","9.214","11.980","2.787","5.760","2.685","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.600","6.363","3.750","6.339","2.300","0.605","3,254","1.995","#","#","#","#","#","31","5","41","8","16,242","2,030.250","2,811","prI.s""aIs.li","8","3","{precise}>ly>","{prI.s""aIs}.>li>","2","RB","659.706","-0.381","192.712","34","1.00","738.857","0.024","254.982","21","0.955"
"precision","9","46","5,810","8.667","2.940","2.179","1.390","2.072","1","0","0","0","0","2.9","#","0.000","#","#","0","#","1","2.9","3.00","2.650","7.169","2.800","7.006","2.410","0.599","2,734","1.893","11.170","#","6.380","3.910","6.770","52","26","136","78","19,745","2,468.125","3,275","prI.s""I.Zn=","7","3","{precision}","{prI.s""I.Zn=}","1","NN","679.500","-0.330","231.381","30","0.97","777.643","0.113","325.483","28","1.000"
"preclude","8","4","1,284","7.158","0.290","1.204","0.170","1.176","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.600","6.324","2.700","5.669","1.640","0.403","0","1.992","13.120","#","#","#","#","3","3","9","9","11,306","1,615.143","2,131","prI.kl""ud","7","2","{pre--clude}","{prI-.-kl""ud}","2","VB","792.920","-0.107","286.355","25","0.71","811.962","0.375","209.882","26","0.963"
"precluded","9","1","269","5.595","0.020","0.301","0.010","0.301","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.700","6.173","2.900","7.308","#","0.431","0","1.991","#","#","#","#","#","#","#","1","1","15,791","1,973.875","2,746","prI.kl""u4.@d","9","3","{pre--clude}>ed>","{prI-.-kl""u4}.>@d>","3","VB","910.562","0.349","414.098","32","0.91","821.444","0.143","258.275","27","1.000"
"precocious","10","3","173","5.153","0.470","1.398","0.260","1.362","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.400","5.433","3.400","6.437","2.360","0.373","0","1.679","12.410","#","5.800","3.500","4.810","2","2","7","7","16,947","1,883.000","2,812","prI.k""o.S@s","8","3","{precoci--ous}","{prI.k""o.S--@s}","2","JJ","890.826","0.286","313.018","23","0.74","877.520","0.766","211.456","25","0.962"
"precociously","12","1","3","1.099","0.020","0.301","0.010","0.301","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.050","5.390","4.000","5.611","1.730","0.162","0","#","#","#","#","#","#","#","#","#","#","18,921","1,720.091","2,982","prI.k""o.S@s.li","10","4","{precoci--ous}>ly>","{prI.k""o.S--@s}.>li>","3","RB","967.000","0.723","504.213","19","0.70","842.684","0.730","182.107","19","0.792"
"precocity","9","1","3","1.099","0.060","0.602","0.040","0.602","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.800","6.163","3.650","6.023","#","0.181","0","#","16.360","#","#","#","#","#","#","#","#","14,175","1,771.875","2,646","prI.k""A.s@.4i","9","4","{precoc--ity}","{prI.k""A.s--@.4i}","2","NN","1,044.133","0.784","457.417","15","0.44","1,148.750","1.547","288.943","8","0.421"
"precognition","12","#","98","4.585","0.160","0.954","0.070","0.845","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.550","6.672","4.500","5.260","1.960","0.321","0","#","13.060","#","#","#","#","4","4","9","9","25,997","2,363.364","3,343","pr%i.kAg.n""I.Sn=","10","4","<pre<{cognit--ion}","<pr%i<.{kAg.n""I.S--n=}","3","NN","974.310","0.639","365.832","29","0.88","961.087","1.016","304.452","23","0.852"
"preconceive","11","#","4","1.386","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.950","6.036","4.300","5.310","1.540","0.530","0","#","#","#","#","#","#","#","#","1","1","20,381","2,038.100","2,989","pr%i.k@n.s""iv","9","3","<pre<{con--ceive}","<pr%i<.{k@n-.-s""iv}","3","VB","1,080.148","1.034","347.100","27","0.82","1,014.882","1.189","240.179","17","0.850"
"preconceived","12","2","996","6.904","0.310","1.230","0.190","1.230","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.200","6.284","4.600","5.532","1.820","0.319","0","1.681","12.890","#","#","#","#","1","1","5","5","24,866","2,260.545","3,136","pr%i.k@n.s""ivd","10","3","<pre<{con--ceive}>ed>","<pr%i<.{k@n-.-s""iv}>d>","4","JJ","948.933","0.700","278.277","30","0.97","852.120","0.664","212.679","25","0.962"
"preconception","13","#","52","3.951","0.020","0.301","0.010","0.301","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.950","6.364","4.450","5.578","1.700","0.168","0","#","13.500","#","#","#","#","#","#","#","#","30,225","2,518.750","3,469","pr%i.k@n.s""Ep.Sn=","11","4","<pre<{con--cept}>ion>","<pr%i<.{k@n-.-s""Ep.S$}>n=>","4","NN","1,117.286","1.008","349.146","28","0.93","913.519","0.774","285.503","27","1.000"
"preconceptions","14","2","303","5.714","0.330","1.255","0.110","1.000","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.100","5.940","4.750","5.793","#","0.279","0","1.647","13.500","#","#","#","#","#","#","#","#","32,081","2,467.769","3,506","pr%i.k@n.s""Ep.Sn=z","12","4","<pre<{con--cept}>ion>>s>","<pr%i<.{k@n-.-s""Ep.S$}>n=>>z>","5","NN","1,078.067","0.967","313.136","30","0.97","924.577","0.882","258.411","26","0.929"
"precondition","12","1","297","5.694","0.080","0.699","0.040","0.602","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.100","6.101","3.600","5.734","2.040","0.328","0","1.691","13.400","#","#","#","#","#","#","#","#","31,974","2,906.727","3,821","pr%i.k@n.d""I.Sn=","10","4","<pre<{condition}","<pr%i<.{k@n.d""I.Sn=}","2","NN|VB","956.296","0.603","238.966","27","0.87","926.500","0.787","271.452","26","1.000"
"preconditioned","14","2","16","2.773","0.020","0.301","0.010","0.301","0","1","1","0","0","#","5.407","5.407","#","#","#","#","#","#","#","4.100","5.956","3.950","5.439","1.960","0.188","0","#","#","#","#","#","#","#","#","#","#","38,734","2,979.538","3,861","pr%i.k@n.d""I.Sn=d","11","4","<pre<{condition}>ed>","<pr%i<.{k@n.d""I.Sn=}>d>","3","VB|JJ","1,150.828","1.078","449.934","29","0.91","891.222","0.594","188.448","27","0.964"
"preconditions","13","1","223","5.407","#","#","#","#","0","1","1","0","0","#","2.773","2.773","#","#","#","#","#","#","#","3.300","6.128","3.900","5.781","#","0.308","0","1.660","#","#","#","#","#","#","#","#","#","33,830","2,819.167","3,882","pr%i.k@n.d""I.Sn=z","11","4","<pre<{condition}>s>","<pr%i<.{k@n.d""I.Sn=}>z>","3","NN|VB","993.567","0.542","395.207","30","0.91","879.625","0.574","214.956","24","1.000"
"preconscious","12","1","10","2.303","0.040","0.477","0.020","0.477","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.100","5.635","4.650","5.521","1.680","0.213","0","#","15.470","#","#","#","#","#","#","1","1","23,637","2,148.818","3,205","pr%i.k""An.S@s","9","3","<pre<{consc--ious}","<pr%i<.{k""An.S--@s}","3","JJ","954.538","0.589","367.707","26","0.84","988.842","1.090","267.032","19","0.792"
"precook","7","#","4","1.386","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.950","6.586","3.400","5.419","3.620","0.346","0","#","#","#","#","#","#","#","#","#","#","10,816","1,802.667","2,088","pr%i.k""Uk","6","2","<pre<{cook}","<pr%i<.{k""Uk}","2","VB","981.600","0.622","385.916","25","0.74","798.120","0.294","265.890","25","0.893"
"precooked","9","1","19","2.944","0.020","0.301","0.010","0.301","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.100","6.344","3.450","5.468","#","0.319","0","#","#","#","#","#","#","#","#","#","#","16,199","2,024.875","2,756","pr%i.k""Ukt","7","2","<pre<{cook}>ed>","<pr%i<.{k""Uk}>t>","3","VB|JJ","856.000","0.232","293.914","31","0.91","749.074","0.177","131.275","27","1.000"
"precursor","9","#","6,130","8.721","0.140","0.903","0.080","0.903","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.650","6.457","3.700","6.188","2.140","0.576","1,350","1.729","12.420","#","#","#","#","2","1","7","5","14,204","1,775.500","2,679","prI.k""3`.s@`","7","3","{pre--curs--or}","{prI-.-k""3`.s--@`}","3","NN","765.500","0.134","230.406","28","0.90","800.080","0.336","137.381","25","0.962"
"precursory","10","#","8","2.079","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.800","5.394","4.300","6.116","#","0.157","0","#","#","#","#","#","#","#","#","#","#","14,838","1,648.667","2,734","prI.k""3`.s@`.i","8","4","{pre--curs--or}>y>","{prI-.-k""3`.s--@`}.>i>","4","JJ","939.192","0.490","448.322","26","0.79","972.722","1.103","268.817","18","0.818"
"precut","6","1","28","3.332","0.020","0.301","0.010","0.301","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.700","7.404","2.800","5.308","3.290","0.240","0","#","#","#","#","#","#","#","#","#","#","8,787","1,757.400","2,076","pr%i.k""Vt","6","2","<pre<{cut}","<pr%i<.{k""Vt}","2","JJ","967.286","0.624","263.723","14","0.42","776.727","0.198","205.094","22","0.846"
"predator","8","#","2,646","7.881","2.630","2.130","1.220","2.013","0","1","1","0","0","#","5.513","5.513","#","#","#","#","#","#","#","2.750","6.979","2.750","6.735","3.640","0.557","22","0.961","8.450","#","3.240","4.720","3.860","54","22","167","73","19,206","2,743.714","2,663","pr""E.4@.4@`","7","3","{predat--or}","{pr""E.4@.4--@`}","2","NN","628.267","-0.503","208.336","30","0.94","727.857","-0.007","208.697","28","0.966"
"predatory","9","#","465","6.142","0.630","1.518","0.330","1.462","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.950","6.103","3.550","5.964","2.580","0.492","0","1.398","11.560","#","3.160","5.260","4.320","1","1","9","9","19,840","2,480.000","2,747","pr""E.4@.t%Or.i","9","4","{predat--or}>y>","{pr""E.4@.t--%Or$}.>i>","3","JJ","815.000","0.080","266.267","31","0.94","718.320","-0.023","182.131","25","1.000"
"predecessor","11","5","1,098","7.001","0.920","1.681","0.490","1.623","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.400","6.818","4.600","6.798","3.120","0.632","5,788","2.000","13.830","#","5.110","3.600","4.600","4","3","13","6","25,502","2,550.200","3,360","pr""E.4@.s%E.s@`","9","4","{pre--decess--or}","{pr""E-.-4@.s%E.s--@`}","3","NN","779.700","0.060","286.874","30","0.88","821.333","0.328","245.517","21","0.778"
"predecessors","12","6","929","6.834","0.490","1.415","0.260","1.362","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.550","6.636","4.850","6.958","#","0.581","2,067","1.813","13.830","#","#","#","#","1","1","5","1","26,971","2,451.909","3,406","pr""E.4@.s%E.s@`z","10","4","{pre--decess--or}>s>","{pr""E-.-4@.s%E.s--@`}>z>","4","NN","895.571","0.314","310.331","28","0.90","844.931","0.490","227.085","29","1.000"
"predestination","14","#","273","5.609","0.040","0.477","0.020","0.477","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.400","5.589","4.600","5.261","#","0.390","0","#","13.180","#","#","#","#","#","#","#","#","50,197","3,861.308","5,086","pr%i.dE.st@n.""e.Sn=","12","5","<pre<{destine}>ation>","<pr%i<.{dE.st@n$}.>""e.Sn=>","3","NN","1,004.414","0.792","384.124","29","0.91","900.500","0.818","241.355","22","0.880"
"predestine","10","#","8","2.079","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.350","6.770","4.350","5.950","#","0.386","0","#","#","#","#","#","#","#","#","#","#","34,973","3,885.889","4,697","pr%i.d""E.st@n","9","3","<pre<{destine}","<pr%i<.{d""E.st@n}","2","VB","1,001.950","0.449","353.128","20","0.62","981.400","0.917","249.431","15","0.682"
"predestined","11","1","173","5.153","0.250","1.146","0.130","1.079","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.750","6.821","4.600","5.954","#","0.248","0","#","#","#","#","#","#","#","#","3","3","39,458","3,945.800","4,940","pr%i.d""E.st@nd","10","3","<pre<{destine}>ed>","<pr%i<.{d""E.st@n}>d>","3","VB|JJ","848.517","0.356","301.394","29","0.94","869.375","0.587","271.731","24","0.889"
"predetermination","16","#","26","3.258","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","5.150","4.948","6.950","5.095","1.630","0.191","0","#","#","#","#","#","#","#","#","#","#","51,232","3,415.467","3,778","pr%i.dI.t%3`.mIn.""e.Sn=","13","6","<pre<{determine}>ation>","<pr%i<.{dI.t%3`.mIn}.>""e.Sn=>","3","NN","1,215.133","1.158","499.418","30","0.97","910.391","0.946","243.122","23","0.920"
"predetermine","12","#","29","3.367","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.400","5.656","5.350","5.683","2.380","0.180","0","#","#","#","#","#","#","#","#","1","1","36,008","3,273.455","3,717","pr%i.dI.t""3`.mIn","10","4","<pre<{determine}","<pr%i<.{dI.t""3`.mIn}","2","VB","1,084.615","1.026","360.918","26","0.81","1,014.913","0.883","259.274","23","0.920"
"predetermined","13","3","648","6.474","0.330","1.255","0.180","1.204","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.650","5.779","5.300","5.831","1.570","0.517","0","1.817","11.110","#","#","#","#","#","#","#","#","40,493","3,374.417","3,761","pr%i.dI.t""3`.mInd","11","4","<pre<{determine}>ed>","<pr%i<.{dI.t""3`.mIn}>d>","3","VB","991.129","0.557","450.077","31","0.97","878.037","0.801","265.276","27","1.000"
"predicament","11","3","790","6.672","1.960","2.004","1.130","1.982","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.900","6.412","4.700","6.234","1.820","0.415","0","1.927","10.260","#","4.110","5.300","3.950","6","5","15","10","25,863","2,586.300","3,089","prI.d""I.k@.m@nt","11","4","{predic--ament}","{prI.d""I.k--@.m@nt}","2","NN","933.483","0.414","344.568","29","0.94","884.038","0.409","315.579","26","1.000"
"predicate","9","#","538","6.288","0.020","0.301","0.010","0.301","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.700","6.473","3.100","7.205","1.710","0.499","0","0.598","13.000","#","#","#","#","8","4","13","7","24,919","3,114.875","3,788","pr""E.4I.k@t","8","3","{predic--ate}","{pr""E.4I.k--@t}","2","NN","905.323","0.316","357.090","31","0.94","847.522","0.431","354.277","23","0.920"
"predict","7","8","6,049","8.708","3.980","2.310","2.130","2.255","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.550","7.289","2.450","7.678","2.000","0.568","612","1.919","8.000","#","6.290","4.680","5.230","55","12","114","32","15,679","2,613.167","2,652","pr@.d""Ikt","7","2","{predict}","{pr@.d""Ikt}","1","VB","621.545","-0.490","180.792","33","1.00","686.808","-0.352","210.876","26","1.000"
"predictability","14","1","303","5.714","0.100","0.778","0.050","0.699","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.450","5.112","5.150","5.635","1.930","0.337","0","1.660","12.060","#","#","#","#","#","#","#","#","26,237","2,018.231","2,997","pr@.d%Ikt.@.b""Il.@.4i","14","6","{predict}>able>>ity>","{pr@.d%Ikt}.>@.b""Il$>.>@.4i>","3","NN","821.647","0.318","293.131","34","1.00","745.667","0.130","176.600","24","0.889"
"predictable","11","8","2,623","7.872","3.020","2.190","1.570","2.124","1","0","0","0","0","6.4","#","0.000","#","#","0","#","1","6.4","1.22","3.250","6.095","3.650","6.244","1.630","0.549","3","2.009","10.330","#","5.250","2.860","6.640","3","3","47","36","23,158","2,315.800","3,092","pr@.d""Ikt.@.bl=","10","4","{predict}>able>","{pr@.d""Ikt}.>@.bl=>","2","JJ","757.121","-0.082","273.533","33","0.97","645.074","-0.158","126.469","27","1.000"
"predictably","11","2","621","6.431","0.120","0.845","0.070","0.845","1","0","0","0","0","7.9","#","0.000","#","#","1","7.9","0","#","0.82","3.550","6.431","3.950","6.831","1.900","0.369","0","2.019","#","#","#","#","#","#","#","3","3","21,286","2,128.600","3,148","pr@.d""Ikt.@.bli","11","4","{predict}>able>>y>","{pr@.d""Ikt}.>@.bl>>i>","3","RB","851.879","0.157","307.704","33","1.00","653.333","-0.215","139.184","24","0.889"
"predicted","9","18","4,746","8.465","2.800","2.158","1.550","2.117","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.750","7.126","2.600","7.451","#","0.608","3,838","1.962","8.000","#","#","#","#","1","1","7","3","24,559","3,069.875","3,794","pr@.d""Ikt.@d","9","3","{predict}>ed>","{pr@.d""Ikt}.>@d>","2","VB","694.176","-0.297","182.669","34","1.00","669.522","-0.337","143.437","23","0.920"
"predicting","10","6","1,549","7.345","0.710","1.568","0.390","1.532","0","1","1","0","0","#","6.652","6.652","#","#","#","#","#","#","#","2.850","7.124","2.850","7.500","#","0.522","0","1.862","8.000","#","#","#","#","1","1","4","4","31,270","3,474.444","4,398","pr@.d""Ikt.IN","9","3","{predict}>ing>","{pr@.d""Ikt}.>IN>","2","VB","759.088","-0.045","247.035","34","1.00","693.296","-0.138","155.919","27","1.000"
"prediction","10","10","5,401","8.594","1.290","1.826","0.550","1.672","0","1","1","0","0","#","10.647","10.647","#","#","#","#","#","#","#","2.600","7.167","2.550","8.137","2.360","0.570","872","1.730","9.680","#","5.620","5.600","5.500","21","16","71","41","27,570","3,063.333","4,284","pr@.d""Ik.Sn=","8","3","{predict}>ion>","{pr@.d""Ik.S$}>n=>","2","NN","833.500","-0.098","345.862","30","0.97","721.692","-0.207","222.809","26","0.963"
"predictions","11","3","4,051","8.307","0.820","1.633","0.430","1.568","0","1","1","0","0","#","8.963","8.963","#","#","#","#","#","#","#","2.600","6.723","2.650","7.504","#","0.561","373","1.746","9.680","#","#","#","#","1","1","12","8","29,426","2,942.600","4,409","pr@.d""Ik.Sn=z","9","3","{predict}>ion>>s>","{pr@.d""Ik.S$}>n=>>z>","3","NN","764.562","-0.205","329.856","32","1.00","700.080","-0.134","169.160","25","1.000"
"predictive","10","3","774","6.652","0.180","1.000","0.110","1.000","0","2","2","0","0","#","8.097","8.097","#","#","#","#","#","#","#","2.850","7.096","2.900","7.524","1.660","0.518","0","1.415","10.890","#","#","#","#","1","1","2","2","23,230","2,581.111","3,597","pr@.d""Ikt.Iv","9","3","{predict}>ive>","{pr@.d""Ikt}.>Iv>","2","JJ","786.903","0.178","232.409","31","0.91","732.182","-0.014","210.613","22","0.917"
"predictor","9","#","1,152","7.049","0.060","0.602","0.040","0.602","0","1","1","0","0","#","6.974","6.974","#","#","#","#","#","#","#","2.600","7.156","2.550","7.389","2.820","0.392","0","1.183","10.500","#","#","#","#","5","3","7","5","19,799","2,474.875","2,928","pr@.d""Ikt.@`","8","3","{predict}>or>","{pr@.d""Ikt}.>@`>","2","NN","835.889","0.096","314.075","27","0.93","747.958","0.013","229.458","24","0.923"
"predictors","10","1","325","5.784","0.020","0.301","0.010","0.301","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.800","6.729","3.200","7.356","#","0.336","0","1.185","10.500","#","#","#","#","#","#","#","#","21,268","2,363.111","3,036","pr@.d""Ikt.@`z","9","3","{predict}>or>>s>","{pr@.d""Ikt}.>@`>>z>","3","NN","870.812","0.336","479.540","32","1.00","791.640","0.207","260.242","25","0.962"
"predicts","8","3","1,068","6.974","0.710","1.568","0.300","1.415","0","1","1","0","0","#","7.049","7.049","#","#","#","#","#","#","#","2.550","7.264","2.600","7.900","#","0.500","0","1.719","8.000","#","#","#","#","#","#","#","#","16,685","2,383.571","2,803","pr@.d""Ikts","8","2","{predict}>s>","{pr@.d""Ikt}>s>","2","VB","664.471","-0.495","206.909","34","1.00","729.731","0.043","178.984","26","0.963"
"predigest","9","#","2","0.693","0.040","0.477","0.020","0.477","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.200","6.637","5.400","4.759","2.440","0.383","0","#","12.810","#","#","#","#","#","#","#","#","22,331","2,791.375","3,087","pr%i.daI.dZ""Est","9","3","<pre<{di--gest}","<pr%i<.{daI-.-dZ""Est}","3","VB","1,215.308","1.208","314.644","13","0.45","1,025.357","1.358","269.550","14","0.700"
"predigested","11","1","27","3.296","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.950","6.626","5.650","5.671","#","0.212","0","#","#","#","#","#","#","#","#","#","#","31,211","3,121.100","3,636","pr%i.daI.dZ""Est.@d","11","4","<pre<{di--gest}>ed>","<pr%i<.{daI-.-dZ""Est}.>@d>","4","VB|JJ","1,030.318","0.965","306.104","22","0.76","1,052.867","1.422","209.559","15","0.789"
"predilection","12","#","102","4.625","0.250","1.146","0.120","1.041","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.600","7.890","3.850","6.401","#","0.283","0","1.930","15.400","#","#","#","#","2","2","4","4","31,428","2,857.091","3,796","pr%E.4@.l""Ek.Sn=","10","4","{predilect--ion}","{pr%E.4@.l""Ek.S--n=}","2","NN","957.846","0.917","293.841","13","0.42","1,124.600","1.544","302.923","10","0.667"
"predilections","13","1","58","4.060","0.140","0.903","0.060","0.778","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.750","7.093","4.300","6.621","#","0.173","0","#","15.400","#","#","#","#","#","#","#","#","33,284","2,773.667","3,857","pr%E.4@.l""Ek.Sn=z","11","4","{predilect--ion}>s>","{pr%E.4@.l""Ek.S--n=}>z>","3","NN","1,096.000","1.340","351.192","16","0.52","882.600","0.977","200.381","10","0.588"
"predispose","10","#","90","4.500","0.020","0.301","0.010","0.301","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.750","5.864","4.500","5.005","1.960","0.318","0","1.381","13.950","#","#","#","#","#","#","#","#","19,787","2,198.556","2,509","pr%i.dI.sp""oz","9","3","<pre<{dis--pose}","<pr%i<.{dI.s--p""oz}","3","VB","897.600","0.645","270.083","25","0.78","943.400","0.898","273.227","25","0.926"
"predisposed","11","1","301","5.707","0.270","1.176","0.150","1.146","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.900","6.296","4.600","4.839","1.520","0.316","0","1.933","13.950","#","#","#","#","1","1","7","5","24,272","2,427.200","2,752","pr%i.dI.sp""ozd","10","3","<pre<{dis--pose}>ed>","<pr%i<.{dI.s--p""oz}>d>","4","VB|JJ","905.345","0.410","266.184","29","0.88","853.720","0.445","235.201","25","0.962"
"predisposition","14","4","419","6.038","0.240","1.114","0.140","1.114","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.200","5.724","4.450","5.367","1.880","0.389","0","1.192","12.790","#","#","#","#","#","#","#","#","33,522","2,578.615","2,869","pr%i.dI.sp@.z""I.Sn=","12","5","<pre<{dis--posit--ion}","<pr%i<.{dI.s--p@.z""I.S--n=}","4","NN","1,099.407","1.106","354.233","27","0.87","876.182","0.601","254.863","22","1.000"
